name,ticker,year,quarter,period,period_end,revenue,operating_income,net_income,equity,operating_margin,fs_div
세진중공업,075580,2025,3,2025Q3,2025-09-30,-7803612398.0,3379106051.0,5211141133.0,267886215819.0,-43.30181816649474,CFS
세진중공업,075580,2025,4,2025Q4,2025-12-31,312318641351.0,-10899185420.0,49803174584.0,299494086856.0,-3.48976461118468,CFS
세진중공업,075580,2026,1,2026Q1,2026-03-31,87243092705.0,261616282.0,15784614784.0,301440241673.0,0.29987048130517097,CFS
에스티아이,039440,2017,1,2017Q1,2017-03-31,61656033078.0,7924166746.0,4799011601.0,68794082053.0,12.85221632078611,CFS
에스티아이,039440,2017,2,2017Q2,2017-06-30,5491776012.0,1569301149.0,3773261857.0,76456342014.0,28.575476231567766,CFS
에스티아이,039440,2017,3,2017Q3,2017-09-30,2587653721.0,2993917693.0,1244496788.0,84347096294.0,115.70009034450712,CFS
에스티아이,039440,2017,4,2017Q4,2017-12-31,162203329590.0,20689733109.0,15423304477.0,87057583321.0,12.75543058289695,CFS
에스티아이,039440,2018,1,2018Q1,2018-03-31,66135394693.0,6735384982.0,5254240794.0,89241500972.0,10.184236464098545,CFS
에스티아이,039440,2018,2,2018Q2,2018-06-30,-3262411168.0,-835664875.0,345153111.0,150927543316.0,25.614946491012013,CFS
에스티아이,039440,2018,3,2018Q3,2018-09-30,-11197475741.0,510874462.0,699019414.0,154048527120.0,-4.562407401602247,CFS
에스티아이,039440,2018,4,2018Q4,2018-12-31,182498797701.0,15646759771.0,13453856848.0,152647457055.0,8.57362348032294,CFS
에스티아이,039440,2019,1,2019Q1,2019-03-31,54997032905.0,4503275843.0,5106964990.0,153526864030.0,8.188215991176842,CFS
에스티아이,039440,2019,2,2019Q2,2019-06-30,15133723192.0,4010003975.0,1874001802.0,160595492867.0,26.497141014973575,CFS
에스티아이,039440,2019,3,2019Q3,2019-09-30,3482782052.0,864346460.0,887294524.0,168482377494.0,24.817701684882806,CFS
에스티아이,039440,2019,4,2019Q4,2019-12-31,183852311744.0,17729372003.0,15117541093.0,167830130138.0,9.643268466314836,CFS
에스티아이,039440,2020,1,2020Q1,2020-03-31,45119123251.0,1981483845.0,2830471552.0,165526036083.0,4.391671872648995,CFS
에스티아이,039440,2020,2,2020Q2,2020-06-30,21923911265.0,3695543271.0,2725676689.0,171671197920.0,16.85622253406799,CFS
에스티아이,039440,2020,3,2020Q3,2020-09-30,3148908195.0,-487370990.0,-2111928415.0,174407903361.0,-15.477459481793499,CFS
에스티아이,039440,2020,4,2020Q4,2020-12-31,152549368404.0,10221315357.0,7300942227.0,172545702540.0,6.700332793204791,CFS
에스티아이,039440,2021,1,2021Q1,2021-03-31,34681063385.0,1147197245.0,2900454376.0,173267635576.0,3.3078491056193435,CFS
에스티아이,039440,2021,2,2021Q2,2021-06-30,12075272325.0,1217342997.0,-790478687.0,175337155777.0,10.081288141880478,CFS
에스티아이,039440,2021,3,2021Q3,2021-09-30,18572676814.0,5715287148.0,6441737337.0,183968642621.0,30.772554786996793,CFS
에스티아이,039440,2021,4,2021Q4,2021-12-31,194848193384.0,17485829781.0,14645320668.0,195151017810.0,8.974078474794753,CFS
에스티아이,039440,2022,1,2022Q1,2022-03-31,65047907118.0,5158961355.0,5065065751.0,197204449725.0,7.931018204231227,CFS
에스티아이,039440,2022,2,2022Q2,2022-06-30,31451701062.0,6216427412.0,8917573878.0,208132536578.0,19.76499585744409,CFS
에스티아이,039440,2022,3,2022Q3,2022-09-30,2929415682.0,-750430838.0,-101784736.0,222044397267.0,-25.61708270393563,CFS
에스티아이,039440,2022,4,2022Q4,2022-12-31,245355265357.0,24141520146.0,15965127298.0,219280083803.0,9.83941392530268,CFS
에스티아이,039440,2023,1,2023Q1,2023-03-31,69320896981.0,6572136689.0,8834312544.0,223111363753.0,9.48074386689102,CFS
에스티아이,039440,2023,2,2023Q2,2023-06-30,-7863172720.0,-2510338777.0,-5203061320.0,226585192561.0,31.925265619753553,CFS
에스티아이,039440,2023,3,2023Q3,2023-09-30,-6140344088.0,-2658490376.0,-1718478133.0,228568623848.0,43.29546256528939,CFS
에스티아이,039440,2023,4,2023Q4,2023-12-31,199124381221.0,22543044027.0,22162632979.0,237680507026.0,11.321086794479676,CFS
에스티아이,039440,2024,1,2024Q1,2024-03-31,54753400466.0,1985589187.0,4047030521.0,238799005321.0,3.626421683586544,CFS
에스티아이,039440,2024,2,2024Q2,2024-06-30,6677001652.0,2596772770.0,722530031.0,243542601310.0,38.891300397120226,CFS
에스티아이,039440,2024,3,2024Q3,2024-09-30,-11712599578.0,-2212887549.0,-3751509889.0,244534814601.0,18.893222928550458,CFS
에스티아이,039440,2024,4,2024Q4,2024-12-31,220035429814.0,24917889728.0,26123345651.0,260790332315.0,11.324489764699964,CFS
에스티아이,039440,2025,1,2025Q1,2025-03-31,71855183826.0,5240500681.0,3032374947.0,260861782366.0,7.29314212554249,CFS
에스티아이,039440,2025,2,2025Q2,2025-06-30,2631085544.0,144266210.0,-567466041.0,263335398288.0,5.483144032659395,CFS
에스티아이,039440,2025,3,2025Q3,2025-09-30,-18514456588.0,-3100522402.0,38011855.0,265852306937.0,16.746494217980878,CFS
에스티아이,039440,2025,4,2025Q4,2025-12-31,272086895097.0,17434729372.0,12915062105.0,286972864255.0,6.407779899059252,CFS
에스티아이,039440,2026,1,2026Q1,2026-03-31,73839621831.0,364643870.0,5107271293.0,291151604763.0,0.49383225558031235,CFS
삼성전자,005930,2017,1,2017Q1,2017-03-31,28155597000000.0,9898361000000.0,7684354000000.0,189817955000000.0,35.155926546327535,CFS
삼성전자,005930,2017,2,2017Q2,2017-06-30,4244232000000.0,4168186000000.0,3369497000000.0,200705748000000.0,98.2082506328589,CFS
삼성전자,005930,2017,3,2017Q3,2017-09-30,604290000000.0,466612000000.0,139560000000.0,210691251000000.0,77.21656820400801,CFS
삼성전자,005930,2017,4,2017Q4,2017-12-31,96286542000000.0,39111879000000.0,30993336000000.0,214491428000000.0,40.620296655788096,CFS
삼성전자,005930,2018,1,2018Q1,2018-03-31,31909472000000.0,15642170000000.0,11688544000000.0,223259880000000.0,49.02046013171262,CFS
삼성전자,005930,2018,2,2018Q2,2018-06-30,-634875000000.0,-773135000000.0,-645132000000.0,233124845000000.0,121.77751525890923,CFS
삼성전자,005930,2018,3,2018Q3,2018-09-30,3919761000000.0,2705830000000.0,2107303000000.0,242103160000000.0,69.03048425656564,CFS
삼성전자,005930,2018,4,2018Q4,2018-12-31,97200053000000.0,41311804000000.0,31194142000000.0,247753177000000.0,42.501832792210514,CFS
삼성전자,005930,2019,1,2019Q1,2019-03-31,32746452000000.0,6233282000000.0,5043585000000.0,253215151000000.0,19.03498430913981,CFS
삼성전자,005930,2019,2,2019Q2,2019-06-30,3198232000000.0,363783000000.0,136991000000.0,257747033000000.0,11.374503162997557,CFS
삼성전자,005930,2019,3,2019Q3,2019-09-30,4049206000000.0,1180827000000.0,1107088000000.0,263442244000000.0,29.161939402440872,CFS
삼성전자,005930,2019,4,2019Q4,2019-12-31,107245659000000.0,19990617000000.0,15451201000000.0,262880421000000.0,18.64002439483355,CFS
삼성전자,005930,2020,1,2020Q1,2020-03-31,34806694000000.0,6447345000000.0,4884926000000.0,266387723000000.0,18.523290376270726,CFS
삼성전자,005930,2020,2,2020Q2,2020-06-30,-2900496000000.0,1698947000000.0,670157000000.0,269807817000000.0,-58.574361074795476,CFS
삼성전자,005930,2020,3,2020Q3,2020-09-30,8064278000000.0,4206946000000.0,3805610000000.0,276136188000000.0,52.167670806983594,CFS
삼성전자,005930,2020,4,2020Q4,2020-12-31,104517820000000.0,23640638000000.0,17047139000000.0,275948016000000.0,22.61876300137144,CFS
삼성전자,005930,2021,1,2021Q1,2021-03-31,41499985000000.0,9382868000000.0,7141685000000.0,274268591000000.0,22.609328653974213,CFS
삼성전자,005930,2021,2,2021Q2,2021-06-30,-4434054000000.0,3183877000000.0,2492801000000.0,282324266000000.0,-71.80510205784594,CFS
삼성전자,005930,2021,3,2021Q3,2021-09-30,5832940000000.0,3250786000000.0,2658845000000.0,296766118000000.0,55.73151789663532,CFS
삼성전자,005930,2021,4,2021Q4,2021-12-31,123512471000000.0,35816325000000.0,27614119000000.0,304899931000000.0,28.998144648891365,CFS
삼성전자,005930,2022,1,2022Q1,2022-03-31,47072057000000.0,14121409000000.0,11324628000000.0,315290919000000.0,29.99955791182017,CFS
삼성전자,005930,2022,2,2022Q2,2022-06-30,-802309000000.0,-24364000000.0,-225823000000.0,327906664000000.0,3.0367352229627236,CFS
삼성전자,005930,2022,3,2022Q3,2022-09-30,1802489000000.0,-3245000000000.0,-1709607000000.0,344906889000000.0,-180.0288379013686,CFS
삼성전자,005930,2022,4,2022Q4,2022-12-31,141969533000000.0,32524585000000.0,46264879000000.0,354749604000000.0,22.909552713679773,CFS
삼성전자,005930,2023,1,2023Q1,2023-03-31,46007093000000.0,640178000000.0,1574600000000.0,359799416000000.0,1.3914767446836946,CFS
삼성전자,005930,2023,2,2023Q2,2023-06-30,-4359903000000.0,28369000000.0,148971000000.0,358975626000000.0,-0.6506796137437002,CFS
삼성전자,005930,2023,3,2023Q3,2023-09-30,4971536000000.0,1764987000000.0,4120600000000.0,363892643000000.0,35.50184490266187,CFS
삼성전자,005930,2023,4,2023Q4,2023-12-31,133769854000000.0,4133442000000.0,9642929000000.0,363677865000000.0,3.08996524732695,CFS
삼성전자,005930,2024,1,2024Q1,2024-03-31,71915601000000.0,6606009000000.0,6754708000000.0,371916124000000.0,9.185780148037697,CFS
삼성전자,005930,2024,2,2024Q2,2024-06-30,2152701000000.0,3837869000000.0,3086637000000.0,383526671000000.0,178.2815634869868,CFS
삼성전자,005930,2024,3,2024Q3,2024-09-30,5030429000000.0,-1260507000000.0,259559000000.0,386281363000000.0,-25.057644188994615,CFS
삼성전자,005930,2024,4,2024Q4,2024-12-31,221772172000000.0,23542590000000.0,24350447000000.0,402192070000000.0,10.615664619995695,CFS
삼성전자,005930,2025,1,2025Q1,2025-03-31,79140503000000.0,6685272000000.0,8222878000000.0,406614269000000.0,8.447345855256948,CFS
